nama_kos,harga,luas_kamar,jarak_ke_bca,tipe_kos,is_ac,is_km_dalam,is_water_heater,is_furnished,is_internet,is_listrik_free,is_parkir_mobil,is_mesin_cuci
Kost Kelapa Nias Kelapa Gading Jakarta Utara,1750000,9.0,1.0537593739526154,campur,1,1,0,1,1,1,0,0
Kost Kelapa Nias Tipe B Kelapa Gading Jakarta Utara,1350000,5.4,0.9402666249382606,campur,1,0,0,1,1,1,1,1
Kost Kelapa Nias Tipe A Kelapa Gading Jakarta Utara,1350000,5.4,0.9402666249382606,campur,1,0,0,1,1,1,1,1
Kost Kelapa Nias VIII Kelapa Gading Jakarta Utara,1700000,9.0,1.129822054070828,campur,1,1,0,1,1,1,1,0
Kost Dewi Shinta Tipe C Kelapa Gading Jakarta Utara,2050000,9.0,1.048773571729303,putra,1,1,0,1,1,1,0,0
Kost Dewi Shinta Tipe A Kelapa Gading Jakarta Utara,950000,9.0,1.0447988301995774,putra,1,0,0,1,1,1,0,0
Kost Kelapa Puan Timur Tipe O Kelapa Gading Jakarta Utara,695000,5.0,1.0646564329865371,putri,1,0,0,1,1,1,0,1
Kost Dewi Shinta Tipe B Kelapa Gading Jakarta Utara,2050000,9.0,1.0495202009302556,putra,1,1,0,1,1,1,0,0
Kost Nino Tipe B Kelapa Gading Jakarta Utara,1400000,9.0,1.7886746224982026,putra,1,1,1,0,1,1,0,0
Kost Nino Tipe A Kelapa Gading Jakarta Utara,1400000,6.0,1.801529665571481,putra,1,1,1,0,1,0,0,0
Kost Zamzami Cilincing Jakarta Utara,1050000,5.0,1.9542809321991248,putra,1,0,0,1,1,1,0,0
Kost Gading Mall Kelapa Gading Jakarta Utara,1300000,6.0,0.8434415964348866,putra,1,0,0,0,1,1,0,0
Kost Mall Kelapa Gading Tipe A Jakarta Utara,1300000,6.0,0.7737654652221295,putri,1,0,0,1,1,1,1,0
Kost Boulevard Timur Mall Tipe VIP Kelapa Gading Jakarta Utara,900000,5.0,0.6094118782899618,campur,1,0,0,1,1,1,0,1
Kost The Kubik Dom Superior single Kelapa Gading Jakarta Utara,4500000,12.0,1.686726496435751,campur,1,1,1,1,1,1,1,1
Kost Kelapa Puan Timur Tipe H Kelapa Gading Jakarta Utara,695000,5.0,1.0646564329865371,putri,1,0,0,1,1,1,0,1
Kost De Paviliun Premium Kelapa Gading Jakarta Utara,4250000,27.0,1.9504719747593453,campur,1,1,1,1,1,1,1,0
Kost De Paviliun TIpe 3 Kelapa Gading Jakarta Utara,3975000,28.0,1.9504719747593453,campur,1,1,0,1,1,0,1,0
Kost De Paviliun Type 2 Kelapa Gading Jakarta Utara,4000000,35.0,1.9504719747593453,campur,1,1,0,1,1,0,1,0
Kost De Paviliun Tipe A Kelapa Gading Jakarta Utara,4200000,40.0,1.9504719747593453,campur,1,1,0,1,1,0,1,0
Kost Jl Harpa 3 Kelapa Gading Jakarta Utara,1200000,9.0,1.5600617597395323,putra,1,0,0,1,1,1,0,0
Kost Home Living Tipe 1D Kelapa Gading Jakarta Utara,3500000,9.0,1.667609435930836,putri,1,1,1,1,1,1,1,1
Kost Home Living Tipe 2B Kelapa Gading Jakarta Utara,2000000,9.0,1.667609435930836,putri,1,1,1,1,1,0,1,1
Kost Home Living Tipe 2E Kelapa Gading Jakarta Utara,2000000,9.0,1.667609435930836,putri,1,1,1,1,1,0,1,1
Kost Home Living Tipe 3B Kelapa Gading Jakarta Utara,2000000,9.0,1.667609435930836,putri,1,1,1,1,1,0,1,1
Kost White House Tipe C Kelapa Gading Jakarta Utara,2200000,12.0,2.0721246741142187,putri,1,0,1,1,1,1,1,0
Kost Kelapa Gading Tipe C Kelapa Gading Jakarta Utara,2500000,16.0,0.7526273220581172,campur,1,1,0,1,1,1,0,0
Kost Kelapa Gading Tipe E Kelapa Gading Jakarta Utara,1200000,9.0,0.6473455807084822,campur,1,0,0,0,1,1,1,0
Kost Kelapa Gading Tipe B Kelapa Gading Jakarta Utara,1500000,9.0,0.6473455807084822,campur,1,0,0,1,1,1,0,0
Kost Putri Kelapa Gading Tipe C Kelapa Gading Jakarta Utara,1200000,4.59,1.205873346563994,putri,1,0,0,1,1,1,0,0
Kost Putri Kelapa Gading Tipe A Kelapa Gading Jakarta Utara,1000000,3.1500000000000004,1.2058733466089548,putri,1,0,0,1,1,1,0,0
Kost Syantiek Tipe C2 Kelapa Gading Jakarta Utara,1850000,9.0,1.1653803670330305,putri,1,0,0,1,1,1,1,1
Kost White House Tipe C Kelapa Gading Jakarta Utara,1450000,12.0,0.1953381737049659,campur,1,0,0,1,1,1,0,1
Kost Tarian Kelapa Gading Jakarta Utara,1300000,7.5,1.120382673087995,putra,1,1,0,0,1,1,0,1
Kost The Gading Residence Kelapa Gading Jakarta Utara,1850000,5.5,2.030827349832097,putra,1,0,0,0,1,1,1,0
Kost Pelangi TIpe B Kelapa Gading Jakarta Utara,1050000,6.6000000000000005,0.8434415964348866,putra,1,0,0,0,1,1,0,0
Kost Kubik Dom Penhouse Kelapa Gading Jakarta Utara,3800000,24.0,1.686726496435751,campur,1,1,1,1,1,1,1,1
Kost Cherry Kelapa Gading Jakarta Utara,3200000,16.0,0.6228484829440492,putri,1,1,0,1,1,1,0,1
Kost White House Tipe B Kelapa Gading Jakarta Utara,1300000,9.0,0.1946728954540482,campur,1,0,0,1,1,1,0,1
Kost Boulevard Timur Mall Tipe VVIP Kelapa Gading Jakarta Utara,3500000,9.0,0.6094118782899618,campur,1,1,0,1,1,1,1,1
Kost Renata Tipe B Kelapa Gading Jakarta Utara,3100000,11.2,0.9530000884371616,campur,1,1,1,1,1,1,1,1
Kost Tifolia Tipe Studio Pulo Gadung East Jakarta,3000000,21.0,2.246507913064532,campur,1,1,0,1,1,1,1,0
Kost Joyo Premium Tipe A Kelapa Gading Jakarta Utara,3000000,18.0,1.5997526186979891,campur,1,1,1,1,1,1,1,1
Kost Joyo Premium Tipe C Kelapa Gading Jakarta Utara,2500000,12.5,1.6052598489926857,campur,1,1,1,1,1,0,1,1
Kost Acordion 1 Tipe A Jakarta Utara,3000000,20.0,1.670594989762002,campur,1,1,0,1,1,1,0,0
Kost Acordion 1 Tipe D Jakarta Utara,2500000,20.0,1.670594989762002,campur,1,1,0,1,1,0,0,0
Kost Surya Kopyor Kelapa Gading Jakarta Utara,1600000,12.0,1.060280154555478,putri,1,1,1,1,1,1,1,0
Kost Home Living Tipe 2F Kelapa Gading Jakarta Utara,3000000,9.0,1.667609435930836,putri,1,1,1,1,1,1,1,1
Kost Pelangi Indah Tipe Prime Kelapa Gading Jakarta Utara,3000000,9.0,2.2155292477793225,campur,1,1,1,1,1,1,1,1
Kost Artha Gading Tipe A Kelapa Gading Jakarta Utara,2800000,12.0,1.7599360579053622,campur,1,0,1,1,1,1,1,0
Kost Boulevard Tipe C Kelapa Gading Jakarta Utara,950000,9.0,0.6094118782899618,campur,1,0,0,1,1,1,0,1
Kost Gading Boulevard Tipe C Kelapa Gading Jakarta Utara,1675000,5.0,0.6939055524596456,campur,1,0,0,1,1,1,1,1
Kost Gading Boulevard Tipe D Kelapa Gading Jakarta Utara,1020000,4.0,1.1261966863217872,campur,1,0,0,1,1,0,1,1
Kost Kopyor Barat Kelapa Gading Jakarta Utara,1400000,9.0,1.0898264686337733,putra,1,0,0,1,1,0,0,1
Kost Ibu Ita Tipe B Kelapa Gading Jakarta Utara,1500000,12.0,1.8754275920350425,putri,1,1,0,0,1,1,0,0
Kost Ibu Ita Tipe A Kelapa Gading Jakarta Utara,800000,7.5,1.8754275920350425,putri,1,1,0,1,1,1,0,0
Kost Ibu Ita Tipe D Kelapa Gading Jakarta Utara,800000,6.6000000000000005,1.8754275920350425,putri,1,1,0,1,1,0,0,0
Kost Ibu Ita Tipe C Kelapa Gading Jakarta Utara,900000,7.5,1.8754275920350425,putri,1,1,0,1,1,0,0,0
Kost Pulomas Utara 3E Tipe C Pulo Gadung Jakarta Timur,2000000,12.0,2.7174944387013653,campur,1,0,0,1,1,1,0,1
Kost Kopyor Barat Strategis Kelapa Gading Jakarta Utara,1650000,9.0,0.9961458794643296,campur,1,0,0,1,1,1,0,0
Kost Pulomas Utara 3E Tipe B Pulo Gadung Jakarta Timur,1500000,12.0,2.7174944387013653,campur,1,0,0,0,1,0,0,1
Kost Gading Surya Tipe Big Room AC Kelapa Gading Jakarta Utara,1400000,12.0,0.9715020715256908,campur,1,0,0,1,1,0,0,0
Kost Steven Kelapa Gading Jakarta Utara,1050000,6.0,1.5991409923905728,putri,1,0,0,1,1,1,1,1
Kost Tiara House Deluxe Room Kelapa Gading Jakarta Utara,1600000,9.0,1.5742538333096658,campur,1,0,1,1,1,0,0,1
Kost Eksklusif Tipe Ekonomis Kelapa Gading Jakarta Utara,1900000,12.0,1.508990915656771,campur,1,1,0,1,1,0,1,1
Kost Premium Gading Putih Tipe 2 Kelapa Gading Jakarta Utara,2400000,11.61,1.5731559686524317,campur,1,1,1,1,1,1,0,1
Kost Kelapa Kopyor Barat Kelapa Gading Jakarta Utara,1800000,9.0,1.0340710230634105,putri,1,1,0,1,1,1,1,0
Kost Taman Pegangsaan Indah Tipe B Kelapa Gading Jakarta Utara,1600000,9.0,1.8452423859193896,putri,1,1,1,1,1,0,0,1
Kost Chrysant Home BQ Tipe B1 Kelapa Gading Jakarta Utara,1649000,6.25,1.2028551050547125,campur,1,0,0,1,1,1,0,1
Kost Griya Harpa 3 Tipe A Kelapa Gading Jakarta Utara,1400000,12.0,1.6364045883384382,putra,1,0,0,0,1,0,0,0
Kost Syariah Kelapa Gading Jakarta Utara,2000000,9.0,0.6113099490630998,putra,1,0,0,1,1,1,0,0
Kost Dewi Shinta Tipe C Kelapa Gading Jakarta Utara,1600000,9.0,1.048773571729303,putra,1,0,0,1,1,1,0,0
Kost Kelapa Lilinku Tipe A Kelapa Gading Jakarta Utara,1600000,9.0,0.642575305345316,putra,1,0,0,1,1,0,0,0
Kost Torpedo Tipe B Kelapa Gading Jakarta Utara,1600000,9.0,0.7325010594308026,putra,1,1,0,1,1,0,1,0
Kost Rika Tipe A Kelapa Gading Jakarta Utara,1500000,18.0,0.3754704914157513,putra,1,0,0,1,1,1,0,1
Kost Hijau Daun Tipe B Kelapa Gading Jakarta Utara,1500000,17.5,0.685857601617723,putra,1,0,0,1,1,0,0,0
Kost Torpedo Tipe A Kelapa Gading Jakarta Utara,1400000,9.0,0.7325010594308026,putra,1,0,0,1,1,1,1,0
Kost Exsklusif C5 Kelapa Gading Jakarta Utara,1300000,7.5,0.5652503067069743,putra,1,0,0,1,1,1,0,0
Kost Hijau Daun Tipe A1 Kelapa Gading Jakarta Utara,1300000,8.91,0.685857601617723,putra,1,0,0,1,1,0,0,0
Kost Weta Tipe A Kelapa Gading Jakarta Utara,1300000,5.0,0.7507118484006078,putra,1,1,0,1,1,1,0,1
Kost Kamboja1 Pulo Gadung Jakarta Timur,1200000,12.0,2.186326081101041,putra,1,0,0,1,1,0,0,0
Kost Jim Kelapa Gading Jakarta Utara,1200000,7.5,1.54572443484938,putra,1,0,0,1,1,1,0,1
Kost Mama Raihan Kelapa Gading Jakarta Utara,1100000,12.0,2.0872737746626533,putra,1,1,0,1,1,1,0,0
Kost Pratama Tipe A Cilincing Jakarta Utara,1000000,12.0,1.7501809294006716,putra,1,1,0,0,1,1,0,0
Kost Mah Upi Kelapa Gading Jakarta Utara,1000000,9.0,1.4667558244038437,putra,1,0,0,1,1,1,1,0
Kost Permata Biru 1 Kelapa Gading,1000000,12.0,1.5061496963341643,putra,1,0,1,1,1,0,0,1
Kost Pondok Sultan Kelapa Gading Jakarta Utara,950000,6.0,0.5887222589749868,putra,1,0,0,1,1,1,0,0
Kost Yasmin Kelapa Gading Jakarta Utara,950000,12.0,1.6716753178998536,putra,1,0,0,0,1,1,0,0
Kost Hijau Daun Tipe A Kelapa Gading Jakarta Utara,900000,9.0,0.7195399016603071,putra,1,1,0,1,1,1,1,0
Kost Ultra Violet 34 Kelapa Gading Jakarta Utara,850000,9.0,0.8370648171637632,putra,1,0,0,1,1,1,0,0
Kost John Kelapa Gading Jakarta Utara,800000,6.0,2.0086050015116177,putra,1,0,0,1,1,1,0,1
Kost Weta Kelapa Gading Jakarta Utara,800000,12.0,0.6799193219641014,putra,1,0,0,0,1,1,0,0
Kost Pondok Afsyifa Tipe B Kelapa Gading Jakarta Utara,800000,12.0,0.6851670242471436,putra,1,0,0,1,1,1,0,0
Kost Syahrazka Tipe B Kelapa Gading Jakarta Utara,800000,9.0,1.8521161487105529,putra,1,0,0,1,1,0,0,0
Kost Ibu Wita Kelapa Gading Jakarta Utara,750000,9.0,2.073933200988668,putra,1,0,0,1,1,1,0,0
Kost Pondok Afsyifa Tipe A Kelapa Gading Jakarta Utara,700000,6.0,0.6851670242510904,putra,1,0,0,1,1,1,0,0
Kost Private Room Molek Tipe A Kelapa Gading Jakarta Utara,2375000,12.0,1.3832918670434704,campur,1,1,0,1,1,1,1,1
Kost Pelangi Jingga Kelapa Gading Jakarta Utara,2500000,9.0,2.102394470503231,campur,1,0,1,0,1,1,1,1
Kost BCS Tipe Eksklusif Kelapa Gading Jakarta Utara,2500000,9.0,1.1872180244769936,campur,1,1,0,1,1,1,1,1
Kost Gading Kusuma Tipe B Kelapa Gading Jakarta Utara,2500000,15.0,1.450887184918827,campur,1,1,1,1,1,1,1,0
Kost Gading Kusuma Tipe A Kelapa Gading Jakarta Utara,2500000,12.0,1.450887184918827,campur,1,1,1,1,1,1,1,0
